상품이름,할인전가격,할인후가격,할인율,"상품용량
(숫자만)","상품설명
(chatGPT 이용)","카테고리1
(강아지/고양이/공용)
(D/C/Z)","카테고리2
(사료/간식/용품)
(1/2/3)","카테고리3
(주니어/어덜트/시니어/공용)
(j/a/s/z)(임의로 넣기)",auto increment,상품코드,긴 상품 설명,
더리얼 레시피 삼계탕,5700,5700,0,200,"삼계탕 레시피, 건강한 애견용 보양식",D,2,z,266,D2z266,"삼계탕 맛의 이 제품은 반려견을 위한 맛있고 영양가 높은 사료입니다. 신선한 재료와 조리법으로 만들어져, 반려견에게 풍부한 단백질과 영양을 제공합니다. 자연스러운 삼계탕의 맛과 향이 반려견의 입맛을 돋우어 주며, 건강한 식사로 매일 제공하기 좋습니다. 400g의 대용량으로 경제적입니다.",
셰프요리 칠면조 순살 400g,9900,9900,0,400,"칠면조 순살, 신선한 고양이 영양 간식",D,2,z,267,D2z267,"칠면조 순살이 포함된 이 사료는 반려견의 건강과 맛을 고려하여 제작되었습니다. 400g의 대용량으로 제공되며, 신선한 칠면조 고기의 풍미와 영양을 담고 있습니다. 단백질과 필수 영양소가 풍부하여 반려견의 건강한 성장을 지원하며, 매일 급여하기에 적합한 제품입니다.",
New캐츠랑 전연령2kg,14700,14700,0,2000,"전연령 고양이 사료, 균형 잡힌 영양 제공",C,1,z,268,C1z268,"전 연령층의 고양이를 위한 이 사료는 2kg 대용량으로 제공되며, 균형 잡힌 영양과 맛을 제공합니다. 다양한 연령대의 고양이에게 적합하며, 필요한 모든 영양소를 함유하고 있습니다. 고양이의 건강한 성장과 활력을 지원하며, 일상 식사로 제공하기 좋습니다.",
자연소재 오리고기 육포스틱 460g,12700,12700,0,460,"오리고기 육포스틱, 고단백 애견 간식",D,2,z,269,D2z269,"자연소재 오리고기 육포스틱은 반려견을 위한 건강한 간식으로, 460g 대용량으로 제공됩니다. 고소한 오리고기의 풍미가 가득하며, 씹는 과정에서 치아 건강을 유지할 수 있도록 돕습니다. 높은 단백질과 영양가로 반려견의 건강한 간식 시간에 적합합니다.",
국민 두부 고양이 모래(오리지널),6900,6900,0,3000,"두부 고양이 모래, 천연 성분과 우수한 흡수력",C,3,z,270,C3z270,"이 고양이 모래는 두부를 주요 성분으로 하여, 고양이 화장실을 깨끗하고 위생적으로 유지하는 데 도움을 줍니다. 오리지널 제품으로 강한 흡수력과 낮은 먼지 발생으로 깨끗한 사용감을 제공합니다. 자연 소재로 환경 친화적이며, 고양이의 건강과 편안함을 고려한 제품입니다.",
포비스 귀세정제 100ml,5600,5600,0,100,"애견용 귀세정제, 100ml 용량으로 간편한 귀 관리",Z,3,z,271,Z3z271,"귀 세정제로, 100ml 용량으로 제공되며, 반려동물의 귀를 청결하게 유지하는 데 효과적입니다. 안전한 성분으로 귀의 불쾌한 냄새를 제거하고, 귀지와 먼지를 제거하여 청결한 귀 환경을 유지합니다. 정기적인 사용으로 귀 건강을 지킬 수 있는 제품입니다.",
몰리스 미니캔 닭가슴살과흰살생선 6개입,4200,4200,0,180,"닭가슴살과 흰살생선 미니캔, 고양이용 6개입 세트",C,2,z,272,C2z272,"미니캔은 닭가슴살과 흰살생선이 포함된 고양이 간식으로, 6개입 패키지로 제공됩니다. 고양이의 입맛을 사로잡는 신선한 재료로 만들어졌으며, 간식 시간에 특별한 즐거움을 더해줍니다. 소량씩 제공하기 좋은 제품으로, 영양가와 맛을 동시에 충족시킵니다.",
더독 4220 치약,8500,8500,0,70,"애견용 치약, 효과적인 치아 관리",D,3,z,273,D3z273,"이 치약은 반려견의 치아와 잇몸을 건강하게 유지하는 데 효과적인 제품입니다. 4220으로 이름 붙여진 이 치약은 플라크와 타르타르 제거에 도움을 주며, 구취를 상쾌하게 없애줍니다. 안전한 성분으로 반려견의 구강 건강을 고려하여 만들어졌으며, 매일 사용해도 안심할 수 있습니다. 치아 관리와 함께 건강한 구강 상태를 유지하는 데 필수적인 제품입니다.",
[위스카스 whiskas] 파우치 고등어80g,1200,1200,0,80,"고양이용 고등어 파우치, 신선한 해산물 간식",C,2,z,274,C2z274,"위스카스 파우치는 고등어 맛이 가득한 고양이 간식입니다. 80g의 포장으로 신선한 고등어의 맛과 향을 고양이에게 제공합니다. 고단백 성분으로 영양가가 높으며, 고양이의 입맛을 사로잡는 맛있는 간식으로 적합합니다. 간식 시간이나 식사에 다양하게 활용할 수 있는 제품입니다.",
헬씨미요 고양이간식 가다랑어 100g,5700,5700,0,100,"고양이 간식 가다랑어, 건강한 고단백 스낵",C,2,z,275,C2z275,"헬씨미요 고양이 간식은 가다랑어로 만들어진 제품으로, 100g의 패키지로 제공됩니다. 가다랑어의 진한 맛과 향이 고양이의 입맛을 돋우어주며, 영양이 풍부하여 간식으로 적합합니다. 고양이의 건강과 행복을 고려한 제품으로, 간식 시간에 특별한 즐거움을 더해줍니다.",
자연소재 사사미 스테이크 160g,8200,8200,0,160,"사사미 스테이크, 고단백 저지방 애견 간식",D,2,z,276,D2z276,"자연소재 사사미 스테이크는 고양이와 강아지를 위한 맛있고 건강한 간식입니다. 160g의 패키지로 제공되며, 자연스러운 사사미의 맛과 질감을 제공합니다. 부드럽고 씹기 좋은 스테이크 형태로, 반려동물의 건강과 미각을 고려하여 만든 제품입니다. 간식으로 적합하며, 반려동물의 특별한 시간을 만들어줍니다.",
포켄스 3in1 샴푸&린스,8200,8200,0,550,"3in1 샴푸&린스, 애견 털과 피부 관리",Z,3,z,277,Z3z277,"포켄스 3in1 샴푸&린스는 반려동물의 세척과 미용을 동시에 지원하는 제품입니다. 샴푸와 린스 기능이 결합되어 있어, 세척 후 부드럽고 윤기 나는 털을 유지할 수 있습니다. 자극이 적어 민감한 피부에도 적합하며, 반려동물의 피부와 털을 깨끗하게 관리할 수 있는 3in1 제품입니다.",
[쉬바] 참치 살코기와 통새우와 그레이비 소스 85g,2400,2400,0,85,"참치 살코기와 통새우, 그레이비 소스 고양이 간식",C,2,z,278,C2z278,"쉬바 참치 살코기와 통새우가 함께 담긴 이 캔 사료는 85g의 소용량으로 제공됩니다. 신선한 참치와 통새우의 맛이 조화를 이루어 고양이의 입맛을 사로잡습니다. 그레이비 소스가 추가되어 더욱 풍부한 맛을 제공하며, 고양이의 간식이나 일상 식사로 적합한 제품입니다.",
치약 칫솔 셋트,6500,6500,0,70,"치약과 칫솔 세트, 애견 구강 관리",Z,3,z,279,Z3z279,"치약과 칫솔이 함께 포함된 셋트로, 반려동물의 구강 관리를 간편하게 할 수 있는 제품입니다. 치약은 플라크와 타르타르 제거에 효과적이며, 칫솔은 치아를 세심하게 닦을 수 있도록 도와줍니다. 정기적인 구강 관리에 필요한 모든 것이 포함되어 있는 실용적인 제품입니다.",
원데이케어 건강한 유산균 12개입,14300,14300,0,180,"유산균 12개입, 애견 소화기 건강 보조",D,2,z,280,D2z280,"원데이케어 건강한 유산균은 반려동물의 장 건강을 지원하는 제품입니다. 12개입으로 제공되며, 장내 유익한 균을 공급하여 소화와 배변을 개선하는 데 도움을 줍니다. 매일 급여하기 쉬운 유산균으로, 반려동물의 건강한 장 환경을 유지할 수 있는 제품입니다.",
네츄럴랩 건강한치즈 애견간식 오리지널 볼 120g,6900,6900,0,120,"건강한 치즈 애견간식, 오리지널 볼 형태",D,2,z,281,D2z281,"네츄럴랩 건강한치즈 애견간식은 오리지널 볼 형태로 120g의 패키지로 제공됩니다. 치즈의 고소한 맛과 영양이 가득하며, 반려견의 건강과 행복을 고려한 간식입니다. 부드러운 볼 형태로 간편하게 제공할 수 있으며, 훈련 보상이나 특별한 간식 시간에 적합한 제품입니다.",
ANF 고양이참치치킨무스캔 95G,1900,1900,0,95,"고양이용 참치 치킨 무스 캔, 부드럽고 영양 가득",C,2,z,282,C2z282,"ANF 고양이 참치 치킨 무스 캔은 95g의 소용량으로 고양이에게 풍부한 참치와 치킨 맛을 제공합니다. 부드럽고 크리미한 질감이 고양이의 입맛을 사로잡으며, 영양가가 높아 일상 간식이나 식사로 적합합니다. 고양이의 건강과 미각을 모두 고려한 제품입니다.",
ANF치킨야채캔95G,1900,1900,0,95,"고양이용 치킨 야채 캔, 신선한 재료와 영양 밸런스",D,2,z,283,D2z283,"ANF 치킨 야채 캔은 고양이를 위한 95g의 영양 가득한 사료입니다. 신선한 치킨과 다양한 야채가 풍부하게 포함되어 있으며, 균형 잡힌 영양을 제공합니다. 부드럽고 맛있는 무스 형태로, 고양이의 입맛을 사로잡습니다. 이 캔 사료는 일상 식사나 특별한 간식으로 적합하며, 고양이의 건강을 고려하여 만들어진 제품입니다.",
형광공,2000,2000,0,1,"형광공, 반려견 놀이용 장난감",Z,3,a,284,Z3a284,"형광공은 반려동물이 놀이 시간을 더욱 즐겁게 해주는 장난감입니다. 밝은 형광색으로 시각적으로 돋보이며, 반려동물의 흥미를 끌어줍니다. 다양한 표면 질감과 움직임으로 반려동물의 놀이 본능을 자극하고 운동량을 늘려주는 제품입니다. 내구성이 뛰어나며, 튼튼하게 만들어져 장시간 사용할 수 있습니다.",
더독 수제 오리탕,3500,3500,0,150,"수제 오리탕, 애견용 보양식",D,1,z,285,D1z285,"더독 수제 오리탕은 반려견을 위한 맛있고 건강한 식사입니다. 신선한 오리와 다양한 채소가 포함되어 있어 영양이 풍부하고 소화가 잘 됩니다. 수제 방식으로 정성스럽게 조리되어, 반려견의 입맛을 사로잡으며, 100% 자연 재료로 만들어져 건강에도 좋습니다. 매일 식사나 특별한 간식으로 적합한 제품입니다.",
펫모닝 바닐라향 뿔 도깨비,2000,2000,0,1,"바닐라향 뿔 도깨비, 애견 장난감",Z,3,z,286,Z3z286,"펫모닝 바닐라향 뿔 도깨비는 반려동물이 즐길 수 있는 특수 간식입니다. 바닐라 향이 가미된 뿔 형태로, 씹는 재미와 함께 향긋한 맛을 제공합니다. 내구성이 뛰어나며 치아 건강을 유지하는 데 도움을 줍니다. 반려동물의 놀이 시간이나 간식으로 적합한 제품입니다.",
슈퍼츄 터키츄 본M 1개입,2190,2190,0,1000,"터키츄 본, 중형견용 씹는 간식",D,2,a,287,D2a287,"슈퍼츄 터키츄 본M은 반려견을 위한 건강한 간식으로, 1개입 패키지로 제공됩니다. 터키 맛이 풍부하며, 씹는 재미와 함께 단백질을 공급해 줍니다. 튼튼한 질감이 치아 건강을 지원하며, 영양가가 높아 간식과 훈련 보상으로 적합합니다. 반려견의 입맛을 사로잡는 제품입니다.",
허즈 강아지 알러지 눈물사료 오리 908g,65000,65000,0,908,"강아지 알러지 눈물사료, 오리 908g",D,1,z,288,D1z288,"허즈 강아지 알러지 눈물사료 오리는 908g의 대용량 패키지로 제공되며, 알러지 걱정 없이 안전하게 급여할 수 있는 사료입니다. 오리 주원료로 만들어져, 반려견의 민감한 피부와 소화 시스템을 고려하였습니다. 눈물 자국을 예방하고 건강을 지원하는 기능을 갖춘 제품입니다.",
"브로스 닭고기, 고구마와 당근 파우치 40g",2100,2100,0,40,"닭고기, 고구마와 당근 파우치, 영양 가득",C,1,z,289,C1z289,"브로스 닭고기, 고구마와 당근 파우치는 40g의 소용량으로 제공됩니다. 신선한 닭고기와 영양가 높은 고구마, 당근이 조화를 이루어 맛과 건강을 모두 고려한 간식입니다. 부드러운 질감과 풍부한 영양이 특징이며, 고양이의 간식이나 일상 식사로 적합합니다.",
캣츠미어 참치&도미토핑,1200,1200,0,170,"참치와 도미 토핑, 고양이 간식",C,2,z,290,C2z290,"캣츠미어 참치&도미토핑은 고양이의 입맛을 사로잡는 간식입니다. 참치와 도미의 풍부한 맛이 조화를 이루어 고양이의 미각을 자극합니다. 다양한 영양소를 함유하고 있어, 간식으로 적합하며, 고양이의 건강과 행복을 고려하여 제작된 제품입니다. 일상적인 간식으로 좋습니다.",
몰리스 크런치홀릭 참치 60g,2800,2800,0,60,참치로 만든 고양이 간식,C,2,z,291,C2z291,"몰리스 크런치홀릭 참치는 고양이를 위한 60g의 간식입니다. 참치의 진한 맛과 크런치한 질감이 특징으로, 고양이의 입맛을 돋우어줍니다. 고소한 맛과 함께 영양이 풍부하여 간식으로 적합하며, 특별한 간식 시간에 반려동물의 행복을 더해주는 제품입니다.",
자연소재 양고기육포&쌀 460g,12700,12700,0,460,양고기와 쌀을 사용한 건강 간식,D,2,z,292,D2z292,"자연소재 양고기 육포&쌀은 반려견을 위한 460g 대용량 간식입니다. 양고기와 쌀을 조화롭게 혼합하여 건강한 간식을 제공합니다. 부드럽고 씹기 좋은 육포 형태로, 반려견의 치아 건강을 유지하고 단백질과 영양을 공급해 줍니다. 간식이나 훈련 보상으로 적합한 제품입니다.",
해피밀 황태와 소고기 1.2kg,18900,18900,0,1200,황태와 소고기가 들어간 사료,D,1,z,293,D1z293,"해피밀 황태와 소고기는 1.2kg의 대용량으로 제공되는 반려견 사료입니다. 황태와 소고기를 주원료로 하여 고단백과 영양가를 고려한 제품입니다. 신선한 재료로 만들어져, 반려견의 건강과 맛을 모두 만족시킵니다. 부드러운 질감과 풍부한 맛이 특징으로, 매일 급여하기에 적합하며, 반려견의 건강한 식사를 지원합니다.",
포비스 귀세정제 100ml,5600,5600,0,100,애완견 귀 청소에 유용한 세정제,Z,3,z,294,Z3z294,"포비스 귀세정제는 반려동물의 귀를 청결하게 유지하는 데 효과적인 제품입니다. 100ml 용량으로, 귀의 불쾌한 냄새를 제거하고, 귀지와 먼지를 부드럽게 제거합니다. 안전한 성분으로 만들어져 민감한 피부에도 적합하며, 정기적인 사용으로 반려동물의 귀 건강을 유지할 수 있습니다.",
손가락 칫솔 (1회용),6200,6200,0,30,간편한 애완견 구강 관리 도구,Z,3,z,295,Z3z295,"손가락에 끼워 사용하는 1회용 칫솔은 반려동물의 치아를 간편하게 관리할 수 있는 도구입니다. 위생적이고 간편하게 사용할 수 있으며, 치아에 접근하기 쉬워 세심한 치아 관리를 지원합니다. 소형 디자인으로 반려동물의 구강을 효율적으로 관리할 수 있는 실용적인 제품입니다.",
